	Price	Baths	Land size	Beds	House size	Seller_type	town	district
774	14000000	2	10.0	3	1350.0	Premium-Member	 Malabe	  Colombo
775	18500000	3	7.5	3	1500.0	Premium-Member	 Malabe	  Colombo
776	18500000	2	10.0	3	1600.0	Premium-Member	 Piliyandala	  Colombo
777	19000000	2	11.4	4	1900.0	Premium-Member	 Malabe	  Colombo
778	28000000	4	10.0	4	2800.0	Premium-Member	 Malabe	  Colombo
779	27500000	3	11.5	4	2800.0	Premium-Member	 Malabe	  Colombo
780	13000000	2	10.0	3	2800.0	Premium-Member	 Piliyandala	  Colombo
781	26500000	3	6.5	4	2200.0	Premium-Member	 Malabe	  Colombo
782	26000000	4	10.5	5	2500.0	Premium-Member	 Malabe	  Colombo
783	23000000	4	7.0	4	220.0	Premium-Member	 Malabe	  Colombo
784	29000000	2	23.4	3	2800.0	Member	 Wattala	  Gampaha
785	26500000	3	10.5	4	3150.0	Premium-Member	 Negombo	  Gampaha
786	33000000	3	8.0	4	3000.0	Premium-Member	 Kottawa	  Colombo
787	33000000	4	10.0	4	3142.0	Premium-Member	 Piliyandala	  Colombo
788	50000000	4	10.0	5	3800.0	Premium-Member	 Talawatugoda	  Colombo
789	27000000	4	3.6	6	2000.0	Premium-Member	 Colombo 10	  Colombo
790	13000000	2	8.0	4	1600.0	Premium-Member	 Wellampitiya	  Colombo
791	27000000	4	7.0	4	2900.0	Premium-Member	 Talawatugoda	  Colombo
792	26500000	3	10.5	4	3100.0	Premium-Member	 Negombo	  Gampaha
793	27000000	4	7.0	4	2900.0	Premium-Member	 Kottawa	  Colombo
794	24800000	4	6.0	4	2985.0	Premium-Member	 Piliyandala	  Colombo
795	13500000	2	10.0	3	1500.0	Premium-Member	 Negombo	  Gampaha
796	25500000	5	7.5	4	2896.0	Premium-Member	 Piliyandala	  Colombo
797	21500000	3	9.5	3	2457.0	Premium-Member	 Piliyandala	  Colombo
798	25500000	4	7.5	4	3211.0	Premium-Member	 Piliyandala	  Colombo
799	27500000	4	7.5	4	2986.0	Premium-Member	 Piliyandala	  Colombo
800	33000000	4	8.0	4	3011.0	Premium-Member	 Kottawa	  Colombo
801	18500000	3	8.0	3	1547.0	Premium-Member	 Piliyandala	  Colombo
802	27500000	4	7.5	4	2844.0	Premium-Member	 Piliyandala	  Colombo
803	24800000	4	6.0	4	2564.0	Premium-Member	 Piliyandala	  Colombo
804	32000000	3	8.2	4	3600.0	Premium-Member	 Pannipitiya	  Colombo
805	27000000	4	7.0	4	2965.0	Premium-Member	 Piliyandala	  Colombo
806	36700000	5	11.5	5	3951.0	Premium-Member	 Piliyandala	  Colombo
807	27000000	3	7.5	5	3022.0	Premium-Member	 Piliyandala	  Colombo
809	14500000	2	13.5	3	1400.0	Premium-Member	 Kesbewa	  Colombo
810	28500000	2	7.3	3	1200.0	Premium-Member	 Ratmalana	  Colombo
811	42500000	5	13.2	8	5062.0	Premium-Member	 Nugegoda	  Colombo
812	12000000	2	21.0	3	1800.0	Premium-Member	 Piliyandala	  Colombo
813	41000000	5	16.0	5	5266.0	Premium-Member	 Kottawa	  Colombo
814	21500000	4	9.0	4	2451.0	Premium-Member	 Piliyandala	  Colombo
815	18000000	3	11.0	3	1547.0	Premium-Member	 Piliyandala	  Colombo
816	6795000	1	3.0	2	725.0	Member	 Colombo 10	  Colombo
817	55000000	4	11.0	4	3300.0	Premium-Member	 Talawatugoda	  Colombo
818	100000000	5	20.0	5	5000.0	Premium-Member	 Talawatugoda	  Colombo
819	100000000	5	20.0	5	5000.0	Premium-Member	 Battaramulla	  Colombo
820	33000000	4	10.0	5	4200.0	Premium-Member	 Piliyandala	  Colombo
821	24800000	4	6.5	4	2280.0	Premium-Member	 Piliyandala	  Colombo
822	34000000	4	10.0	5	4100.0	Premium-Member	 Piliyandala	  Colombo
823	21000000	3	6.5	3	1750.0	Premium-Member	 Athurugiriya	  Colombo
824	110000000	3	50.2	4	3000.0	Premium-Member	 Talawatugoda	  Colombo
825	50000000	2	27.5	5	3500.0	Premium-Member	 Talawatugoda	  Colombo
826	3500000	1	10.0	2	1000.0	Premium-Member	 Ambalangoda	  Galle
827	5000000	1	15.0	2	850.0	Premium-Member	 Galle City	  Galle
828	33000000	4	10.0	5	4200.0	Premium-Member	 Piliyandala	  Colombo
829	21500000	4	9.0	4	2250.0	Premium-Member	 Piliyandala	  Colombo
830	21500000	3	9.5	3	2300.0	Premium-Member	 Piliyandala	  Colombo
831	36700000	5	11.5	5	4800.0	Premium-Member	 Piliyandala	  Colombo
832	18500000	3	6.5	3	1806.0	Premium-Member	 Piliyandala	  Colombo
833	17000000	2	6.6	3	1300.0	Member	 Kottawa	  Colombo
834	24000000	3	16.0	4	2200.0	Member	 Kandy City	  Kandy
835	28000000	2	8.0	4	2900.0	Premium-Member	 Ja-Ela	  Gampaha
836	27000000	4	18.0	4	2800.0	Premium-Member	 Kiribathgoda	  Gampaha
837	33000000	4	11.0	5	3500.0	Premium-Member	 Kiribathgoda	  Gampaha
838	30000000	3	10.0	4	2900.0	Premium-Member	 Kiribathgoda	  Gampaha
839	120000000	8	20.0	6	6700.0	Premium-Member	 Wattala	  Gampaha
840	17500000	3	12.5	4	1600.0	Premium-Member	 Kadawatha	  Gampaha
841	16500000	1	16.0	4	1600.0	Premium-Member	 Kadawatha	  Gampaha
842	18500000	2	20.5	3	2200.0	Premium-Member	 Kadawatha	  Gampaha
843	15000000	3	3.0	3	1500.0	Member	 Ratmalana	  Colombo
844	11000000	2	4.0	5	1000.0	Premium-Member	 Wellampitiya	  Colombo
845	6500000	1	1.79	2	750.0	Premium-Member	 Kolonnawa	  Colombo
846	26500000	2	10.5	4	3500.0	Premium-Member	 Negombo	  Gampaha
847	66000000	4	29.0	5	4200.0	Premium-Member	 Malabe	  Colombo
848	9500000	1	6.8	2	1000.0	Premium-Member	 Wellampitiya	  Colombo
849	15800000	2	10.8	3	2000.0	Premium-Member	 Negombo	  Gampaha
850	29500000	2	16.0	4	2200.0	Premium-Member	 Malabe	  Colombo
851	35000000	2	22.5	3	3500.0	Premium-Member	 Negombo	  Gampaha
852	170000000	6	8.8	6	5500.0	Premium-Member	 Colombo 5	  Colombo
853	80000000	6	10.3	6	5000.0	Premium-Member	 Dehiwala	  Colombo
854	37500000	4	10.0	5	3800.0	Premium-Member	 Pannipitiya	  Colombo
855	15800000	2	10.0	3	1600.0	Premium-Member	 Kottawa	  Colombo
856	17800000	3	6.0	3	1605.0	Premium-Member	 Kesbewa	  Colombo
857	84000000	3	20.0	4	3000.0	Premium-Member	 Mount Lavinia	  Colombo
