	Price	Baths	Land size	Beds	House size	Seller_type	town	district
420	40000000	2	7.0	3	3000.0	Premium-Member	 Talawatugoda	  Colombo
421	49500000	4	14.0	5	4580.0	Premium-Member	 Piliyandala	  Colombo
422	42500000	3	11.0	4	3300.0	Premium-Member	 Talawatugoda	  Colombo
423	50000000	4	10.0	5	3800.0	Premium-Member	 Talawatugoda	  Colombo
424	60000000	4	15.0	4	3000.0	Premium-Member	 Talawatugoda	  Colombo
425	55000000	4	11.0	4	3300.0	Premium-Member	 Talawatugoda	  Colombo
426	200000000	5	55.0	4	4700.0	Premium-Member	 Battaramulla	  Colombo
427	26500000	3	10.5	4	3100.0	Premium-Member	 Negombo	  Gampaha
428	30500000	4	8.0	4	3200.0	Premium-Member	 Piliyandala	  Colombo
429	17000000	2	12.8	3	1750.0	Premium-Member	 Talawatugoda	  Colombo
430	79000000	6	16.0	7	4500.0	Premium-Member	 Battaramulla	  Colombo
431	30000000	4	8.0	6	3000.0	Premium-Member	 Boralesgamuwa	  Colombo
432	44000000	5	12.8	6	6550.0	Premium-Member	 Talawatugoda	  Colombo
433	29500000	3	20.0	4	3500.0	Premium-Member	 Negombo	  Gampaha
434	58000000	3	28.0	5	2800.0	Member	 Wattala	  Gampaha
435	35000000	2	22.5	3	3500.0	Premium-Member	 Negombo	  Gampaha
436	43000000	4	10.0	5	3300.0	Member	 Maharagama	  Colombo
437	13500000	2	10.0	3	1500.0	Premium-Member	 Negombo	  Gampaha
438	26500000	3	10.0	4	3500.0	Premium-Member	 Negombo	  Gampaha
439	9900000	1	10.0	3	1425.0	Premium-Member	 Negombo	  Gampaha
440	11500000	2	16.0	3	2000.0	Member	 Gampaha City	  Gampaha
441	15000000	2	7.5	4	2150.0	Premium-Member	 Negombo	  Gampaha
442	45000000	4	8.0	4	3990.0	Premium-Member	 Dehiwala	  Colombo
443	12500000	2	5.0	3	1400.0	Premium-Member	 Kadawatha	  Gampaha
444	15000000	1	30.0	3	1800.0	Member	 Ja-Ela	  Gampaha
445	360000000	5	7.5	7	3500.0	Member	 Dehiwala	  Colombo
446	7400000	1	7.9	2	1000.0	Member	 Athurugiriya	  Colombo
447	5000000	1	1.75	2	800.0	Premium-Member	 Mount Lavinia	  Colombo
448	44000000	3	10.5	4	3880.0	Premium-Member	 Maharagama	  Colombo
449	15000000	1	26.0	4	2000.0	Member	 Kalutara City	  Kalutara
450	9500000	3	11.5	5	2800.0	Member	 Kadawatha	  Gampaha
451	8400000	2	7.0	2	800.0	Member	 Maharagama	  Colombo
452	9900000	1	10.0	3	1365.0	Premium-Member	 Negombo	  Gampaha
453	19000000	2	15.0	5	2996.0	Premium-Member	 Wadduwa	  Kalutara
454	9500000	3	10.0	3	1000.0	Premium-Member	 Delgoda	  Gampaha
455	23000000	1	11.0	2	1200.0	Member	 Battaramulla	  Colombo
456	14000000	2	11.5	3	1800.0	Premium-Member	 Delgoda	  Gampaha
457	70000000	3	18.7	3	3500.0	Premium-Member	 Battaramulla	  Colombo
458	3500000	1	10.0	1	400.0	Member	 Divulapitiya	  Gampaha
459	14900000	2	4.1	4	2100.0	Member	 Wellampitiya	  Colombo
460	6500000	2	10.0	3	1527.0	Premium-Member	 Wadduwa	  Kalutara
461	15000000	2	10.0	3	1800.0	Premium-Member	 Athurugiriya	  Colombo
462	49500000	4	10.0	4	4200.0	Premium-Member	 Malabe	  Colombo
463	79000000	4	16.0	4	3800.0	Premium-Member	 Battaramulla	  Colombo
464	6500000	1	10.0	3	800.0	Premium-Member	 Wadduwa	  Kalutara
465	36000000	4	8.5	4	2900.0	Premium-Member	 Piliyandala	  Colombo
466	30500000	3	7.5	4	3250.0	Premium-Member	 Piliyandala	  Colombo
467	6500000	2	10.0	3	1527.0	Premium-Member	 Wadduwa	  Kalutara
468	12500000	1	17.5	4	3000.0	Member	 Narammala	  Kurunegala
469	75000000	6	16.0	6	6500.0	Premium-Member	 Dehiwala	  Colombo
470	45000000	3	21.5	6	4000.0	Member	 Piliyandala	  Colombo
471	66000000	3	11.69	5	5000.0	Premium-Member	 Kotte	  Colombo
472	19000000	2	10.0	3	1600.0	Premium-Member	 Negombo	  Gampaha
473	7800000	1	25.6	3	1735.0	Member	 Matara City	  Matara
474	26500000	3	10.0	4	3500.0	Premium-Member	 Negombo	  Gampaha
475	24000000	1	40.0	3	3000.0	Member	 Kiribathgoda	  Gampaha
476	25000000	4	6.5	4	2350.0	Premium-Member	 Moratuwa	  Colombo
477	25000000	2	65.0	5	2500.0	Member	 Digana	  Kandy
478	51000000	1	34.0	6	1200.0	Premium-Member	 Panadura	  Kalutara
479	12500000	1	7.5	3	2000.0	Premium-Member	 Piliyandala	  Colombo
480	13200000	3	10.5	6	2900.0	Member	 Ragama	  Gampaha
481	32500000	2	12.0	3	1950.0	Premium-Member	 Negombo	  Gampaha
482	11500000	1	15.0	3	1200.0	Premium-Member	 Piliyandala	  Colombo
483	28000000	3	10.87	4	2692.0	Premium-Member	 Athurugiriya	  Colombo
484	13200000	1	10.0	3	1100.0	Premium-Member	 Homagama	  Colombo
485	6900000	1	12.0	3	1150.0	Premium-Member	 Piliyandala	  Colombo
486	23500000	1	29.0	2	1350.0	Premium-Member	 Negombo	  Gampaha
487	30500000	4	8.0	4	3200.0	Premium-Member	 Piliyandala	  Colombo
488	26500000	3	10.5	4	3150.0	Premium-Member	 Negombo	  Gampaha
489	13500000	2	6.0	4	1500.0	Premium-Member	 Wellampitiya	  Colombo
490	23500000	3	6.0	4	2500.0	Premium-Member	 Malabe	  Colombo
491	15900000	2	10.0	3	1740.0	Premium-Member	 Homagama	  Colombo
492	18500000	2	7.9	3	1400.0	Premium-Member	 Malabe	  Colombo
493	14200000	2	7.6	3	1070.0	Premium-Member	 Malabe	  Colombo
494	6800000	1	3.0	2	800.0	Premium-Member	 Wellampitiya	  Colombo
495	22500000	3	6.4	4	1950.0	Premium-Member	 Malabe	  Colombo
496	36000000	3	7.8	4	3600.0	Premium-Member	 Malabe	  Colombo
497	25500000	2	10.0	6	2500.0	Premium-Member	 Malabe	  Colombo
498	170000000	5	8.5	5	4500.0	Premium-Member	 Colombo 5	  Colombo
499	45000000	4	20.0	4	5800.0	Premium-Member	 Homagama	  Colombo
500	18000000	3	8.0	3	1400.0	Premium-Member	 Athurugiriya	  Colombo
501	25500000	3	7.5	4	3200.0	Member	 Piliyandala	  Colombo
502	30000000	3	13.5	4	4000.0	Premium-Member	 Homagama	  Colombo
503	32000000	3	16.0	7	3000.0	Premium-Member	 Homagama	  Colombo
504	9900000	1	10.0	3	1365.0	Premium-Member	 Negombo	  Gampaha
505	12500000	1	20.0	3	1400.0	Premium-Member	 Homagama	  Colombo
506	2300000	2	10.5	2	1000.0	Member	 Elpitiya	  Galle
507	28000000	4	10.0	5	3600.0	Premium-Member	 Homagama	  Colombo
508	26500000	3	10.5	4	3100.0	Premium-Member	 Negombo	  Gampaha
509	48000000	4	8.5	6	3500.0	Premium-Member	 Boralesgamuwa	  Colombo
510	69000000	4	15.21	4	5000.0	Premium-Member	 Boralesgamuwa	  Colombo
511	35000000	4	10.9	4	1800.0	Member	 Kelaniya	  Gampaha
512	121000000	3	22.62	4	2500.0	Premium-Member	 Colombo 8	  Colombo
513	37500000	3	16.0	5	3000.0	Premium-Member	 Malabe	  Colombo
514	42500000	4	10.0	4	2800.0	Premium-Member	 Boralesgamuwa	  Colombo
515	55000000	4	10.0	4	4500.0	Member	 Talawatugoda	  Colombo
516	27500000	2	19.5	3	2800.0	Premium-Member	 Gampaha City	  Gampaha
517	17500000	4	7.8	4	1800.0	Premium-Member	 Kottawa	  Colombo
518	16900000	1	32.0	4	1200.0	Member	 Wadduwa	  Kalutara
519	12500000	2	7.5	4	1740.0	Premium-Member	 Homagama	  Colombo
520	9900000	1	10.0	3	1425.0	Premium-Member	 Negombo	  Gampaha
521	74000000	2	8.7	3	1400.0	Premium-Member	 Colombo 6	  Colombo
522	6800000	1	12.5	3	1250.0	Premium-Member	 Panadura	  Kalutara
523	100000000	4	30.0	5	5000.0	Premium-Member	 Talawatugoda	  Colombo
524	29500000	3	20.0	4	2500.0	Premium-Member	 Negombo	  Gampaha
525	15000000	2	7.2	4	2200.0	Premium-Member	 Homagama	  Colombo
526	28500000	4	8.0	4	2900.0	Premium-Member	 Piliyandala	  Colombo
527	46000000	2	16.0	3	2500.0	Premium-Member	 Kaduwela	  Colombo
528	170000000	2	17.2	4	2000.0	Premium-Member	 Mount Lavinia	  Colombo
529	4200000	2	2.0	2	275.52	Premium-Member	 Colombo 9	  Colombo
530	370000	1	14.0	3	14.0	Premium-Member	 Ambalangoda	  Galle
531	49500000	4	10.0	4	4000.0	Premium-Member	 Talawatugoda	  Colombo
532	18500000	3	8.5	3	1900.0	Premium-Member	 Piliyandala	  Colombo
533	28500000	4	8.5	4	2850.0	Premium-Member	 Piliyandala	  Colombo
534	14000000	2	8.5	3	1800.0	Premium-Member	 Piliyandala	  Colombo
535	31000000	2	20.0	4	30000.0	Premium-Member	 Ja-Ela	  Gampaha
536	24800000	4	6.0	4	2875.0	Premium-Member	 Piliyandala	  Colombo
537	9900000	1	10.0	3	1365.0	Premium-Member	 Negombo	  Gampaha
538	46000000	5	11.0	8	5000.0	Premium-Member	 Dehiwala	  Colombo
539	21500000	3	9.0	3	2451.0	Premium-Member	 Piliyandala	  Colombo
540	14000000	2	8.0	3	2874.0	Premium-Member	 Piliyandala	  Colombo
541	18000000	3	11.0	3	1587.0	Premium-Member	 Piliyandala	  Colombo
542	21500000	4	9.0	4	2841.0	Premium-Member	 Piliyandala	  Colombo
543	27000000	4	7.0	4	2785.0	Premium-Member	 Piliyandala	  Colombo
544	27500000	3	9.25	5	1800.0	Premium-Member	 Maharagama	  Colombo
545	18000000	2	10.0	3	1750.0	Member	 Malabe	  Colombo
546	16000000	1	9.5	3	1800.0	Premium-Member	 Boralesgamuwa	  Colombo
547	18500000	3	8.0	3	1563.0	Premium-Member	 Piliyandala	  Colombo
548	55000000	3	19.0	3	4000.0	Premium-Member	 Talawatugoda	  Colombo
549	36700000	5	11.5	5	3852.0	Premium-Member	 Piliyandala	  Colombo
550	27500000	4	25.0	6	3500.0	Member	 Hikkaduwa	  Galle
551	27500000	4	7.5	4	2875.0	Premium-Member	 Piliyandala	  Colombo
552	50000000	4	11.6	5	3500.0	Premium-Member	 Maharagama	  Colombo
553	39000000	5	13.8	5	4100.0	Premium-Member	 Piliyandala	  Colombo
554	34000000	4	9.0	4	2600.0	Premium-Member	 Maharagama	  Colombo
555	43500000	4	10.5	4	3100.0	Premium-Member	 Talawatugoda	  Colombo
556	69000000	4	20.0	6	7200.0	Premium-Member	 Maharagama	  Colombo
557	10300000	1	11.0	3	1250.0	Premium-Member	 Piliyandala	  Colombo
558	3500000	1	15.0	3	1300.0	Member	 Veyangoda	  Gampaha
559	65000000	3	10.0	5	4000.0	Premium-Member	 Battaramulla	  Colombo
560	170000000	9	17.5	9	12000.0	Premium-Member	 Battaramulla	  Colombo
561	26500000	3	10.5	4	3100.0	Premium-Member	 Negombo	  Gampaha
562	32500000	2	12.0	3	1950.0	Premium-Member	 Negombo	  Gampaha
563	49500000	4	10.0	4	4000.0	Premium-Member	 Talawatugoda	  Colombo
564	34500000	3	17.0	3	2450.0	Member	 Katunayake	  Gampaha
565	22000000	2	13.5	5	10000.0	Member	 Ratnapura City	  Ratnapura
566	23500000	3	7.0	4	2650.0	Premium-Member	 Malabe	  Colombo
567	54800000	4	8.7	4	3200.0	Premium-Member	 Talawatugoda	  Colombo
568	60000000	5	10.5	5	5500.0	Premium-Member	 Boralesgamuwa	  Colombo
569	33000000	2	7.5	3	2800.0	Premium-Member	 Boralesgamuwa	  Colombo
570	49000000	4	15.0	5	3854.0	Premium-Member	 Boralesgamuwa	  Colombo
571	26000000	4	8.5	4	2544.0	Premium-Member	 Piliyandala	  Colombo
572	35000000	4	11.2	4	3200.0	Premium-Member	 Boralesgamuwa	  Colombo
573	42500000	5	13.2	8	5014.0	Premium-Member	 Boralesgamuwa	  Colombo
574	200000000	4	20.0	5	6000.0	Premium-Member	 Nawala	  Colombo
575	110000000	4	20.0	6	4500.0	Premium-Member	 Nawala	  Colombo
576	24800000	4	6.5	4	2580.0	Premium-Member	 Piliyandala	  Colombo
577	4800000	1	10.0	2	1000.0	Member	 Homagama	  Colombo
578	18000000	1	15.0	3	1800.0	Member	 Negombo	  Gampaha
579	27500000	4	7.5	4	3016.0	Premium-Member	 Piliyandala	  Colombo
580	46250000	2	12.5	3	1250.0	Premium-Member	 Battaramulla	  Colombo
581	26500000	3	10.5	4	3150.0	Premium-Member	 Negombo	  Gampaha
582	15000000	2	47.0	3	1200.0	Premium-Member	 Kurunegala City	  Kurunegala
583	43000000	5	30.0	7	5000.0	Premium-Member	 Kurunegala City	  Kurunegala
584	14000000	1	6.24	3	1200.0	Premium-Member	 Maharagama	  Colombo
585	6500000	1	12.0	3	1400.0	Member	 Alutgama	  Kalutara
586	8000000	1	18.0	2	1200.0	Premium-Member	 Kurunegala City	  Kurunegala
587	14000000	2	26.0	3	1850.0	Premium-Member	 Matugama	  Kalutara
588	8000000	1	16.5	2	1200.0	Premium-Member	 Kurunegala City	  Kurunegala
589	20000000	2	20.0	4	2200.0	Premium-Member	 Kurunegala City	  Kurunegala
590	26000000	3	7.0	4	2200.0	Premium-Member	 Piliyandala	  Colombo
591	21500000	2	15.0	3	1800.0	Premium-Member	 Kurunegala City	  Kurunegala
592	27500000	5	7.5	5	2300.0	Premium-Member	 Piliyandala	  Colombo
593	7500000	1	15.0	3	1350.0	Premium-Member	 Kurunegala City	  Kurunegala
594	9800000	1	15.0	4	3100.0	Premium-Member	 Kurunegala City	  Kurunegala
595	7000000	1	20.0	3	1500.0	Premium-Member	 Kurunegala City	  Kurunegala
596	16500000	2	16.5	3	1600.0	Premium-Member	 Kurunegala City	  Kurunegala
597	27000000	2	20.0	4	3000.0	Premium-Member	 Kurunegala City	  Kurunegala
598	37500000	5	10.0	9	5000.0	Premium-Member	 Kurunegala City	  Kurunegala
599	9500000	1	10.0	2	1000.0	Member	 Kurunegala City	  Kurunegala
600	18500000	1	10.0	3	1490.0	Premium-Member	 Piliyandala	  Colombo
601	6700000	1	10.0	3	2723.0	Premium-Member	 Galle City	  Galle
602	14500000	2	6.0	3	1100.0	Premium-Member	 Athurugiriya	  Colombo
603	22000000	2	6.0	5	2500.0	Premium-Member	 Athurugiriya	  Colombo
604	8500000	2	15.0	3	1700.0	Premium-Member	 Divulapitiya	  Gampaha
605	29500000	3	20.0	4	4000.0	Premium-Member	 Negombo	  Gampaha
606	9900000	1	10.0	3	1425.0	Premium-Member	 Negombo	  Gampaha
607	30000000	2	13.43	3	2000.0	Premium-Member	 Kolonnawa	  Colombo
608	24000000	3	6.0	4	2200.0	Premium-Member	 Malabe	  Colombo
609	43500000	3	6.87	7	2572.0	Member	 Dehiwala	  Colombo
610	14000000	4	3.5	4	2000.0	Premium-Member	 Colombo 10	  Colombo
611	200000000	8	110.0	8	8600.0	Premium-Member	 Kandy City	  Kandy
612	29500000	3	20.0	4	2500.0	Premium-Member	 Negombo	  Gampaha
613	33000000	2	42.0	5	3600.0	Premium-Member	 Kadawatha	  Gampaha
614	45000000	4	11.0	5	3800.0	Premium-Member	 Talawatugoda	  Colombo
615	55000000	4	20.0	4	2500.0	Premium-Member	 Kandy City	  Kandy
616	47000000	5	33.0	5	1800.0	Premium-Member	 Kandy City	  Kandy
617	27500000	4	8.0	5	2856.0	Premium-Member	 Piliyandala	  Colombo
618	22000000	4	4.0	4	3000.0	Member	 Rajagiriya	  Colombo
619	55000000	4	11.0	4	3300.0	Premium-Member	 Talawatugoda	  Colombo
620	175000000	5	13.5	5	2000.0	Premium-Member	 Kandy City	  Kandy
621	12000000	2	6.5	2	1000.0	Premium-Member	 Wellampitiya	  Colombo
622	20000000	2	8.0	4	2800.0	Member	 Boralesgamuwa	  Colombo
623	14000000	2	10.0	3	1450.0	Member	 Horana	  Kalutara
624	15000000	2	8.0	3	1000.0	Premium-Member	 Wellampitiya	  Colombo
625	22500000	3	6.35	4	1950.0	Premium-Member	 Malabe	  Colombo
626	150000000	4	6.62	4	4000.0	Premium-Member	 Colombo 4	  Colombo
627	29700000	1	18.0	5	1800.0	Member	 Boralesgamuwa	  Colombo
628	12500000	1	10.4	3	1500.0	Premium-Member	 Kadawatha	  Gampaha
629	4800000	1	10.0	3	1000.0	Member	 Matara City	  Matara
630	27000000	4	7.0	4	2700.0	Member	 Kottawa	  Colombo
631	19800000	3	8.0	5	2950.0	Premium-Member	 Athurugiriya	  Colombo
632	47000000	5	14.7	4	4500.0	Premium-Member	 Negombo	  Gampaha
633	6800000	2	6.2	2	800.0	Premium-Member	 Kadawatha	  Gampaha
634	16000000	2	6.75	3	1175.0	Premium-Member	 Kadawatha	  Gampaha
635	12500000	1	10.0	3	1200.0	Premium-Member	 Kadawatha	  Gampaha
636	52000000	3	16.0	4	4000.0	Premium-Member	 Talawatugoda	  Colombo
637	39500000	3	19.7	5	2350.0	Premium-Member	 Kadawatha	  Gampaha
638	14800000	1	11.3	3	1600.0	Premium-Member	 Kadawatha	  Gampaha
639	2750000	2	45.9	3	2000.0	Member	 Bandaragama	  Kalutara
640	23500000	2	12.5	4	3450.0	Premium-Member	 Kadawatha	  Gampaha
641	12500000	2	15.0	3	1200.0	Premium-Member	 Kadawatha	  Gampaha
642	31500000	5	7.2	4	7.5	Premium-Member	 Piliyandala	  Colombo
643	19500000	2	12.35	5	1300.0	Premium-Member	 Kadawatha	  Gampaha
644	8500000	1	5.0	2	1000.0	Member	 Seeduwa	  Gampaha
645	19500000	7	29.5	6	3100.0	Premium-Member	 Gampaha City	  Gampaha
646	35000000	3	29.0	4	5000.0	Premium-Member	 Gampaha City	  Gampaha
647	14500000	2	16.0	4	2440.0	Premium-Member	 Gampaha City	  Gampaha
648	110000000	5	15.3	5	3800.0	Premium-Member	 Dehiwala	  Colombo
649	25000000	2	7.5	4	2000.0	Member	 Wattala	  Gampaha
650	13000000	1	13.0	3	1400.0	Premium-Member	 Gampaha City	  Gampaha
651	79000000	4	16.0	4	3800.0	Premium-Member	 Talawatugoda	  Colombo
652	15000000	3	10.0	3	1400.0	Premium-Member	 Athurugiriya	  Colombo
653	13000000	1	35.5	4	1500.0	Premium-Member	 Gampaha City	  Gampaha
654	9500000	3	10.0	3	1000.0	Premium-Member	 Gampaha City	  Gampaha
655	13500000	2	12.5	4	3500.0	Premium-Member	 Gampaha City	  Gampaha
656	33000000	2	7.0	4	9500.0	Premium-Member	 Ratmalana	  Colombo
657	21000000	2	10.0	4	3000.0	Premium-Member	 Kandana	  Gampaha
658	49500000	4	10.0	4	4200.0	Premium-Member	 Talawatugoda	  Colombo
659	18500000	1	16.5	3	1200.0	Premium-Member	 Athurugiriya	  Colombo
660	110000000	3	50.0	4	3000.0	Premium-Member	 Talawatugoda	  Colombo
661	6900000	1	10.0	2	2000.0	Premium-Member	 Ganemulla	  Gampaha
662	36000000	4	10.0	4	3600.0	Premium-Member	 Malabe	  Colombo
663	27000000	4	10.0	7	3800.0	Premium-Member	 Malabe	  Colombo
664	23500000	4	6.0	4	2000.0	Premium-Member	 Malabe	  Colombo
665	55000000	4	11.0	4	3000.0	Premium-Member	 Talawatugoda	  Colombo
666	12500000	2	12.5	4	2000.0	Premium-Member	 Ganemulla	  Gampaha
667	9500000	1	8.0	3	2000.0	Premium-Member	 Kadawatha	  Gampaha
668	48500000	4	14.0	6	3000.0	Premium-Member	 Piliyandala	  Colombo
669	65500000	3	11.7	5	3050.0	Premium-Member	 Kotte	  Colombo
670	5800000	1	15.0	2	1500.0	Premium-Member	 Ganemulla	  Gampaha
671	25500000	3	6.2	5	2600.0	Premium-Member	 Piliyandala	  Colombo
672	57500000	5	17.0	9	4000.0	Premium-Member	 Kiribathgoda	  Gampaha
673	9900000	1	10.0	3	1365.0	Premium-Member	 Negombo	  Gampaha
674	33000000	3	8.0	4	3000.0	Premium-Member	 Kottawa	  Colombo
675	33000000	4	10.0	4	3850.0	Premium-Member	 Piliyandala	  Colombo
676	40000000	4	10.0	5	3000.0	Premium-Member	 Piliyandala	  Colombo
678	79000000	6	16.0	7	4000.0	Premium-Member	 Talawatugoda	  Colombo
679	40000000	2	7.0	3	3300.0	Premium-Member	 Talawatugoda	  Colombo
680	44000000	4	7.7	4	3300.0	Premium-Member	 Talawatugoda	  Colombo
681	55000000	2	11.0	4	3300.0	Premium-Member	 Talawatugoda	  Colombo
682	152000000	3	19.0	3	2000.0	Member	 Colombo 5	  Colombo
683	190000000	8	20.5	8	10000.0	Premium-Member	 Talawatugoda	  Colombo
684	85000000	4	16.0	4	3500.0	Premium-Member	 Talawatugoda	  Colombo
685	35000000	2	20.0	3	2500.0	Premium-Member	 Talawatugoda	  Colombo
686	64000000	7	17.5	5	2500.0	Premium-Member	 Talawatugoda	  Colombo
687	45000000	4	11.0	5	3800.0	Premium-Member	 Talawatugoda	  Colombo
688	26500000	3	6.5	4	2800.0	Premium-Member	 Malabe	  Colombo
689	52000000	3	16.0	3	2800.0	Premium-Member	 Talawatugoda	  Colombo
690	8800000	1	6.0	3	800.0	Premium-Member	 Piliyandala	  Colombo
691	36000000	4	10.0	4	3200.0	Premium-Member	 Malabe	  Colombo
692	37500000	3	9.0	5	3100.0	Premium-Member	 Malabe	  Colombo
693	4500000	1	4.0	2	800.0	Member	 Angoda	  Colombo
694	17600000	1	12.9	4	1200.0	Premium-Member	 Piliyandala	  Colombo
695	45000000	4	11.0	5	3800.0	Premium-Member	 Talawatugoda	  Colombo
696	39000000	5	13.9	4	4600.0	Premium-Member	 Piliyandala	  Colombo
697	18000000	3	8.0	3	1400.0	Premium-Member	 Athurugiriya	  Colombo
698	22500000	3	6.35	4	1950.0	Premium-Member	 Colombo 5	  Colombo
699	22500000	3	6.3	4	2200.0	Premium-Member	 Malabe	  Colombo
700	7000000	1	12.63	1	1000.0	Premium-Member	 Piliyandala	  Colombo
701	27000000	3	7.0	4	2400.0	Premium-Member	 Kottawa	  Colombo
702	24000000	2	20.0	5	2500.0	Premium-Member	 Pannipitiya	  Colombo
703	75000000	4	15.0	9	3000.0	Premium-Member	 Nugegoda	  Colombo
704	21500000	4	9.0	4	2400.0	Premium-Member	 Piliyandala	  Colombo
705	27000000	4	7.0	4	2900.0	Premium-Member	 Piliyandala	  Colombo
706	37500000	2	20.5	6	3750.0	Member	 Bandaragama	  Kalutara
707	15000000	1	10.0	3	1800.0	Member	 Piliyandala	  Colombo
708	38000000	4	7.5	5	2300.0	Premium-Member	 Piliyandala	  Colombo
709	28500000	4	15.0	4	3000.0	Premium-Member	 Piliyandala	  Colombo
710	25500000	5	7.0	4	3200.0	Premium-Member	 Piliyandala	  Colombo
711	29500000	3	20.0	4	2500.0	Premium-Member	 Negombo	  Gampaha
712	145000000	5	62.0	5	5570.0	Premium-Member	 Malabe	  Colombo
713	4500000	1	5.5	2	1500.0	Premium-Member	 Kolonnawa	  Colombo
714	24800000	3	6.0	4	2400.0	Premium-Member	 Piliyandala	  Colombo
715	25500000	3	7.5	4	2550.0	Premium-Member	 Piliyandala	  Colombo
716	97500000	7	23.0	7	7000.0	Premium-Member	 Battaramulla	  Colombo
717	21500000	4	9.5	4	2300.0	Premium-Member	 Piliyandala	  Colombo
718	25000000	4	20.0	6	3500.0	Premium-Member	 Piliyandala	  Colombo
719	23500000	3	7.0	5	3250.0	Premium-Member	 Piliyandala	  Colombo
720	19500000	3	6.5	4	2000.0	Premium-Member	 Piliyandala	  Colombo
721	4500000	1	5.5	2	1500.0	Premium-Member	 Wellampitiya	  Colombo
722	115000000	4	22.0	5	4000.0	Premium-Member	 Talawatugoda	  Colombo
723	30500000	4	8.0	5	3700.0	Premium-Member	 Piliyandala	  Colombo
724	190000000	8	20.5	8	10000.0	Premium-Member	 Pannipitiya	  Colombo
725	25500000	5	7.0	4	2500.0	Premium-Member	 Piliyandala	  Colombo
726	28500000	4	8.5	4	2400.0	Premium-Member	 Piliyandala	  Colombo
727	33000000	4	10.0	4	3850.0	Premium-Member	 Piliyandala	  Colombo
728	18000000	1	9.83	5	2500.0	Member	 Gampaha City	  Gampaha
729	42500000	3	6.5	5	3200.0	Premium-Member	 Boralesgamuwa	  Colombo
730	23500000	3	8.0	3	1800.0	Premium-Member	 Piliyandala	  Colombo
731	21500000	2	9.5	3	2000.0	Premium-Member	 Piliyandala	  Colombo
732	6500000	1	4.0	2	900.0	Premium-Member	 Ratmalana	  Colombo
733	18000000	4	10.0	6	2500.0	Premium-Member	 Wellampitiya	  Colombo
734	12000000	3	12.8	4	3485.0	Premium-Member	 Colombo 5	  Colombo
735	16500000	3	6.0	4	1400.0	Member	 Kolonnawa	  Colombo
736	49500000	4	10.15	4	2675.0	Premium-Member	 Malabe	  Colombo
737	14000000	1	8.0	3	2400.0	Member	 Batticaloa City	  Batticaloa
738	36700000	4	11.5	5	3642.0	Premium-Member	 Piliyandala	  Colombo
739	24500000	2	10.0	5	3000.0	Premium-Member	 Gampaha City	  Gampaha
740	12500000	2	10.0	4	1500.0	Premium-Member	 Wellampitiya	  Colombo
741	46500000	5	28.0	5	4400.0	Premium-Member	 Piliyandala	  Colombo
742	44999996	2	28.0	4	1000.0	Premium-Member	 Weligama	  Matara
743	3500000	1	17.2	1	550.0	Premium-Member	 Wariyapola	  Kurunegala
744	32500000	2	12.0	3	1950.0	Premium-Member	 Negombo	  Gampaha
745	22500000	3	4.0	4	2500.0	Premium-Member	 Colombo 9	  Colombo
746	21000000	2	11.3	3	1.0	Premium-Member	 Kottawa	  Colombo
747	38000000	2	10.0	4	2400.0	Premium-Member	 Kottawa	  Colombo
748	33000000	3	8.0	4	2900.0	Premium-Member	 Kottawa	  Colombo
749	33500000	5	16.0	6	3600.0	Premium-Member	 Kottawa	  Colombo
750	8500000	1	10.0	3	1000.0	Premium-Member	 Ukuwela	  Matale
751	16500000	2	14.0	3	1500.0	Member	 Athurugiriya	  Colombo
752	14500000	3	6.0	3	1200.0	Premium-Member	 Athurugiriya	  Colombo
753	22000000	4	6.0	5	2067.0	Premium-Member	 Athurugiriya	  Colombo
754	20500000	3	6.5	3	2000.0	Premium-Member	 Athurugiriya	  Colombo
755	57500000	4	9.5	5	4200.0	Premium-Member	 Kotte	  Colombo
756	18000000	1	10.0	3	1500.0	Member	 Kelaniya	  Gampaha
757	36000000	3	10.0	4	3200.0	Premium-Member	 Malabe	  Colombo
758	85000000	3	10.0	3	2000.0	Premium-Member	 Nugegoda	  Colombo
759	7500000	1	22.0	2	900.0	Premium-Member	 Ukuwela	  Matale
760	65000000	5	33.0	7	5700.0	Member	 Malabe	  Colombo
761	110000000	3	50.2	4	3000.0	Premium-Member	 Talawatugoda	  Colombo
762	40000000	2	7.0	3	3300.0	Premium-Member	 Talawatugoda	  Colombo
763	64000000	7	17.5	5	2800.0	Premium-Member	 Talawatugoda	  Colombo
764	14000000	2	20.0	3	2500.0	Member	 Ja-Ela	  Gampaha
765	6500000	1	13.0	3	1000.0	Premium-Member	 Ukuwela	  Matale
766	49500000	4	10.0	4	4000.0	Premium-Member	 Talawatugoda	  Colombo
767	29000000	4	10.0	4	2600.0	Premium-Member	 Malabe	  Colombo
768	25000000	1	21.0	3	1500.0	Premium-Member	 Narammala	  Kurunegala
769	60000000	4	15.0	4	3000.0	Premium-Member	 Talawatugoda	  Colombo
770	22000000	3	8.3	3	2500.0	Premium-Member	 Piliyandala	  Colombo
771	18000000	3	8.0	3	1400.0	Premium-Member	 Athurugiriya	  Colombo
772	30000000	3	8.0	4	2700.0	Premium-Member	 Battaramulla	  Colombo
773	16500000	2	7.5	3	1500.0	Premium-Member	 Malabe	  Colombo
